OBJECTID,DATE,Facility_Type,Allegany,Anne_Arundel,Baltimore,Baltimore_City,Calvert,Caroline,Carroll,Cecil,Charles,Dorchester,Frederick,Garrett,Harford,Howard,Kent,Montgomery,Prince_George_s,Queen_Anne_s,Somerset,St_Mary_s,Talbot,Washington,Wicomico,Worcester
927,08/25/2021 11:00:00 AM,Staff: State and Local Affected Facilities,357,399,265,446,0,0,101,36,0,53,29,0,0,110,0,0,31,0,0,0,0,405,118,56
928,08/25/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,184,0,32,0,0,0,122,0,0,0,0,0,0,0,2,91,39
929,08/25/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,555,555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,08/25/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0
931,09/01/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",294,228,1023,899,86,83,150,179,74,36,255,103,195,42,10,1078,511,0,0,0,8,356,171,45
932,09/01/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",337,348,937,1017,138,101,246,275,76,27,266,44,273,23,0,1175,645,0,0,0,2,394,249,46
933,09/01/2021 11:00:00 AM,Staff: State and Local Affected Facilities,375,310,269,256,0,0,104,36,0,58,29,0,0,110,0,0,31,0,0,0,0,304,125,56
934,09/01/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,258,0,0,0,54,191,0,34,0,0,0,121,0,0,0,0,0,0,0,2,92,40
935,09/01/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,821,821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,277,0,0
936,09/01/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0
937,09/08/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",158,266,1042,733,86,79,142,197,126,0,207,130,138,163,0,1054,242,59,0,0,40,457,140,99
938,09/08/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",155,425,1054,843,138,96,205,326,185,0,216,96,200,115,0,1064,261,57,0,0,40,472,201,122
939,09/08/2021 11:00:00 AM,Staff: State and Local Affected Facilities,383,289,103,588,0,0,105,36,0,61,31,21,0,111,0,22,32,2,0,0,0,419,125,57
940,09/08/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,138,0,0,0,54,191,0,49,0,0,0,122,0,0,0,1,0,0,0,2,92,40
941,09/08/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,832,832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,433,0,0
942,09/08/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
943,09/15/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",225,213,1324,868,56,35,206,270,155,0,223,126,258,256,0,843,246,65,0,0,54,380,139,100
944,09/15/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",242,292,1236,897,66,52,259,419,196,0,201,91,394,210,0,866,260,64,0,0,44,342,198,123
945,09/15/2021 11:00:00 AM,Staff: State and Local Affected Facilities,392,180,272,539,0,0,106,37,0,59,45,22,0,111,0,23,34,8,0,0,0,314,134,59
946,09/15/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,259,0,0,0,54,199,0,49,22,0,0,122,0,0,0,3,0,0,0,2,93,40
947,09/15/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,70,646,646,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,442,0,0
948,09/15/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
949,09/22/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",170,293,1346,988,58,58,235,282,58,37,194,8,169,260,0,745,211,66,0,0,4,271,127,104
950,09/22/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",202,451,1345,981,66,58,366,425,37,27,201,0,312,211,0,786,218,71,0,0,0,300,173,123
951,09/22/2021 11:00:00 AM,Staff: State and Local Affected Facilities,372,353,278,585,0,0,110,0,0,62,59,22,0,111,0,23,34,8,0,0,0,469,138,61
952,09/22/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,261,6,0,0,54,0,0,58,29,0,0,122,0,0,0,8,0,0,0,2,99,46
953,09/22/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,70,649,649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,451,0,0
954,09/22/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,26,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
955,09/29/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",362,108,1078,753,19,115,215,277,24,39,171,8,179,131,0,736,264,68,0,0,4,415,127,109
956,09/29/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",410,225,1140,839,2,122,341,426,11,27,204,0,318,71,5,781,296,72,0,0,0,370,173,126
957,09/29/2021 11:00:00 AM,Staff: State and Local Affected Facilities,421,276,279,492,0,0,0,0,0,62,62,35,0,27,0,23,169,8,0,0,0,476,145,62
958,09/29/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,261,6,0,0,0,0,0,57,31,0,0,65,0,0,52,17,0,0,0,2,122,48
959,09/29/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,70,652,652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,457,0,0
960,09/29/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
961,10/06/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",313,85,872,977,0,62,140,211,68,41,456,98,59,25,0,571,210,68,0,0,39,421,127,123
962,10/06/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",316,198,1036,934,0,71,208,339,131,27,442,45,114,23,5,597,228,70,0,0,38,387,173,144
963,10/06/2021 11:00:00 AM,Staff: State and Local Affected Facilities,436,181,280,553,0,0,123,0,0,57,63,35,0,0,0,23,169,8,0,0,0,432,148,65
964,10/06/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,261,0,0,0,85,0,0,23,44,0,0,0,0,0,52,19,0,0,0,0,123,54
965,10/06/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,433,780,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0
966,10/06/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
967,10/06/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",313,85,872,977,0,62,140,211,68,41,407,98,59,25,0,571,210,68,0,0,39,421,127,123
968,10/06/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",316,198,1036,934,0,71,208,339,131,27,426,45,114,23,5,597,228,70,0,0,38,387,173,144
969,10/06/2021 11:00:00 AM,Staff: State and Local Affected Facilities,436,181,280,553,0,0,123,0,0,57,63,35,0,0,0,23,169,8,0,0,0,432,148,65
970,10/06/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,0,261,0,0,0,85,0,0,23,44,0,0,0,0,0,52,19,0,0,0,0,123,54
971,10/06/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,433,780,780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459,0,0
972,10/06/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
973,10/13/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",486,263,1116,1021,95,34,217,212,68,41,254,98,127,184,1,867,326,69,0,0,91,508,197,126
974,10/13/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",588,411,1359,1004,140,54,212,341,131,27,260,45,160,134,5,921,412,70,0,0,72,555,252,144
975,10/13/2021 11:00:00 AM,Staff: State and Local Affected Facilities,447,368,107,247,0,0,124,0,0,57,30,0,0,28,0,0,169,8,0,0,0,412,129,65
976,10/13/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,104,141,104,0,0,85,0,0,23,44,0,0,65,0,0,52,20,0,0,0,0,123,54
977,10/13/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,364,783,783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
978,10/13/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0
979,10/20/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",445,136,978,968,95,34,174,211,73,95,226,94,188,160,12,772,398,69,0,0,33,409,199,127
980,10/20/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",540,227,1117,960,140,54,228,339,59,98,213,39,259,120,6,828,554,70,0,0,28,508,252,144
981,10/20/2021 11:00:00 AM,Staff: State and Local Affected Facilities,476,275,175,88,0,0,125,0,0,0,67,0,0,28,0,0,169,0,0,0,0,415,90,0
982,10/20/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,104,120,104,0,0,88,0,0,0,45,0,0,65,0,0,52,0,0,0,0,0,102,0
983,10/20/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,365,383,383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
984,10/20/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0
985,10/27/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,216,950,416,51,65,65,215,76,55,228,213,282,66,12,179,271,0,0,0,0,223,199,51
986,10/27/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",306,337,1016,419,75,86,80,341,76,77,209,132,392,25,6,169,500,0,0,0,0,264,252,46
987,10/27/2021 11:00:00 AM,Staff: State and Local Affected Facilities,479,292,285,226,0,0,149,0,0,60,72,25,0,28,0,0,169,0,0,0,0,470,113,0
988,10/27/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,0,0,0,0,2,103,0
989,10/27/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
990,10/27/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
991,10/27/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,216,950,416,51,65,71,215,76,55,228,213,282,66,12,179,271,0,0,0,0,223,199,51
992,10/27/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",306,337,1016,419,75,86,85,341,76,77,209,132,392,25,6,169,500,0,0,0,0,264,252,46
993,10/27/2021 11:00:00 AM,Staff: State and Local Affected Facilities,479,292,285,226,0,0,149,0,0,60,72,25,0,28,0,0,169,0,0,0,0,470,113,0
994,10/27/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,0,0,0,0,2,103,0
995,10/27/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
996,10/27/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
997,10/27/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",218,216,950,416,51,65,71,215,76,55,228,213,282,66,12,179,271,0,0,0,0,223,199,51
998,10/27/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",306,337,1016,419,75,86,85,341,76,77,209,132,392,25,6,169,500,0,0,0,0,264,252,46
999,10/27/2021 11:00:00 AM,Staff: State and Local Affected Facilities,479,292,285,226,0,0,149,0,0,60,72,25,0,28,0,0,169,0,0,0,0,470,113,0
1000,10/27/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,0,0,0,0,2,103,0
1001,10/27/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,0,384,384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,10/27/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1003,11/03/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",198,229,1120,499,0,67,89,94,101,56,289,119,288,0,0,367,250,0,0,0,0,276,130,0
1004,11/03/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",199,353,1341,530,0,87,111,143,177,81,270,93,393,0,3,277,474,0,0,0,0,315,173,0
1005,11/03/2021 11:00:00 AM,Staff: State and Local Affected Facilities,553,196,285,268,0,0,149,0,0,60,71,25,0,28,0,0,182,8,0,0,0,481,113,0
1006,11/03/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,21,0,0,0,2,110,0
1007,11/03/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0
1008,11/03/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1009,11/03/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",198,229,1120,499,0,67,89,94,101,56,193,119,288,0,0,367,250,0,0,0,0,276,130,0
1010,11/03/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",199,353,1341,530,0,87,111,143,177,81,222,93,393,0,3,277,474,0,0,0,0,315,173,0
1011,11/03/2021 11:00:00 AM,Staff: State and Local Affected Facilities,553,196,285,268,0,0,149,0,0,60,71,25,0,28,0,0,182,8,0,0,0,481,113,0
1012,11/03/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,21,0,0,0,2,110,0
1013,11/03/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0
1014,11/03/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1015,11/03/2021 11:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",198,229,1120,499,0,67,89,94,101,56,193,119,288,0,0,367,250,0,0,0,0,276,130,0
1016,11/03/2021 11:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",199,353,1341,530,0,87,111,143,177,81,222,93,393,0,3,277,474,0,0,0,0,315,173,0
1017,11/03/2021 11:00:00 AM,Staff: State and Local Affected Facilities,553,196,285,268,0,0,149,0,0,60,71,25,0,28,0,0,182,8,0,0,0,481,113,0
1018,11/03/2021 11:00:00 AM,Patients: State and Local Affected Facilities,0,134,261,134,0,0,54,0,0,23,45,0,0,65,0,0,52,21,0,0,0,2,110,0
1019,11/03/2021 11:00:00 AM,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469,0,0
1020,11/03/2021 11:00:00 AM,Youth: State and Local Affected Facilities,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
1021,11/10/2021 10:00:00 AM,"Staff: Nursing, Assisted Living, Group Homes Affected Facilities",258,149,1087,681,40,33,101,219,60,101,58,0,196,111,1,247,173,72,0,0,22,183,130,53
1022,11/10/2021 10:00:00 AM,"Residents: Nursing, Assisted Living, Group Homes Affected Facilities",312,252,1382,685,64,29,123,341,127,108,61,0,318,189,6,172,288,74,0,0,7,172,173,46
1023,11/10/2021 10:00:00 AM,Staff: State and Local Affected Facilities,534,184,290,268,0,0,0,0,0,61,38,25,0,0,0,24,182,8,0,0,0,520,114,0
1024,11/10/2021 10:00:00 AM,Patients: State and Local Affected Facilities,0,0,262,0,0,0,0,0,0,23,0,0,0,0,0,0,52,21,0,0,0,2,114,0
1025,11/10/2021 10:00:00 AM,Inmates: State and Local Affected Facilities,0,367,194,194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,482,0,0
1026,11/10/2021 10:00:00 AM,Youth: State and Local Affected Facilities,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0
